 * Running on http://10.244.19.130:8080/ (Press CTRL+C to quit)
10.0.3.89 - - [16/Mar/2017 15:34:03] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:03] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:04] "GET /nodedata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:11] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:11] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:11] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:18] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:19] "GET /nodedata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:23] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:24] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:25] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:26] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:26] "GET /nodedata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:26] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:27] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:28] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:29] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:30] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:31] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:32] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:33] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:33] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:34] "GET /nodedata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:34] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:35] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:35] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:36] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:37] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:37] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:38] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:39] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:39] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:40] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:41] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:41] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:41] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:42] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:43] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:43] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:44] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:45] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:45] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:46] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:47] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:47] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:48] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:48] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:48] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:48] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:48] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:49] "GET /nodedata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:49] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:49] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:50] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:51] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:52] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:53] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:54] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:55] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:56] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:34:56] "GET /nodedata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:56] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:57] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:34:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:34:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:34:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:34:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:34:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:34:58] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:34:59] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:00] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:01] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:02] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:03] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:35:04] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:04] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:05] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:06] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:07] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:08] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:09] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:10] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:11] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:35:11] "GET /nodedata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:12] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:13] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:14] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:15] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:16] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:17] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:18] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:18] "POST /insertdata HTTP/1.1" 200 -
10.244.19.130 - - [16/Mar/2017 15:35:19] "GET /nodedata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:19] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.94 - - [16/Mar/2017 15:35:20] "POST /insertdata HTTP/1.1" 200 -
10.0.3.89 - - [16/Mar/2017 15:35:21] "POST /insertdata HTTP/1.1" 200 -
10.0.3.68 - - [16/Mar/2017 15:35:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.80 - - [16/Mar/2017 15:35:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.54 - - [16/Mar/2017 15:35:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.238 - - [16/Mar/2017 15:35:22] "POST /insertdata HTTP/1.1" 200 -
10.0.3.216 - - [16/Mar/2017 15:35:22] "POST /insertdata HTTP/1.1" 200 -
